kanji,strokes,grade,freq,jlpt,meanings,readings_on,readings_kun
丵,10,13,0,0,Thick (grass),さく,くさのむらがり
乀,1,13,0,0,Stretch,"ふつ, ぶち",ま.がる
乁,1,13,0,0,,い,なが.れる
乄,2,13,0,0,"To Find A Place To Dwell, Sum, Measurement Of Paper, To Do, Adding Up, Bundle, 8.5 Lb, (kokuji)",,"し.める, して"
乇,3,13,0,0,"To Depend On, To Entrust With","たく, ちゃく",
乑,6,13,0,0,"Stand Side By Side, Assemble","ぎん, ごん, しゅう",ならびたつ
乚,1,13,0,0,"Hidden, Mysterious, Secret, To Conceal, Small, Minute, Fishhook Radical Variant (no. 5)","いん, おん","かく.す, かく.れる, かか.す, よ.る"
乜,2,13,0,0,"To Squint, What? Huh? (cant.)","ば, め",やぶにらみ
乣,4,13,0,0,,きゅう,
乨,6,13,0,0,"The Beginning, To Start, To Begin, To Be The First",し,"はじ.める, はじ.まる"
乩,6,13,0,0,To Divine,けい,うらな.う
乴,8,13,0,0,,"せつ, ぜち",ひね.る
乵,8,13,0,0,"To Enter, To Make Progress, To Advance, To Urge Forward",えん,すす.む
乹,9,13,0,0,"Drought, Dry, Dessicate, Drink Up, Heaven, Emperor","かん, けん","かわ.く, かわ.かす, ほ.す, ひ.る, いぬい"
乿,11,13,0,0,"To Cure, To Heal","ち, じ",おさ.める
亍,3,13,0,0,"To Take Small Steps, Korean Place Name",ちょく,たたず.む
亖,4,13,0,0,Four,し,"よ, よ.つ, よっ.つ, よん"
亗,5,13,0,0,"Harvest, Year, Age","さい, せい","とし, とせ, よわ.い"
亝,8,13,0,0,"Even, Regular, Uniform All Alike, To Arrange","せい, さい","そろ.う, ひと.しい, ひと.しく, あ.たる, はや.い"
亯,9,13,0,0,"To Receive, To Enjoy","きょう, こう",う.ける
亹,21,13,0,0,"Progress, Busy, Untiring, Exert","び, み, ぼん, もん","つと.める, うつく.しい"
仃,4,13,0,0,"Lonely, Solitary",てい,
仐,4,13,0,0,,さん,かさ
仚,5,13,0,0,To Fly,けん,とぶ
仛,5,13,0,0,"Young Girl, Strange, Different","た, たく","おとめ, よ.る"
仠,5,13,0,0,,かん,そこ.なう
仡,5,13,0,0,"Strong, Valiant","きつ, こち",いさ.ましい
仢,5,13,0,0,,"はく, しゃく, ちゃく, てき",まるきばし
仨,5,13,0,0,,さ,
仯,6,13,0,0,,"そう, しょう, びょう, みょう",ちい.さい
仱,6,13,0,0,,"けん, きょう, きん, ごん","ほ.こる, つつし.む"
仳,6,13,0,0,"Separate, Part Company",ひ,わか.れる
仵,6,13,0,0,Similar,こ,"あ.たる, あえて, さか.らう, おなじ"
份,6,13,0,0,"Portion, Part, Duty","ひん, ふん","うるわ.しい, あき.らか"
仾,6,13,0,0,"To Hang The Head, To Bow The Head, To Droop, To Lower, Low, Beneath",てい,"ひく.い, ひく.める, ひく.まる"
仿,6,13,0,0,"Imitate, Copy, As If, Stand Still, Wander",ほう,"さまよ.う, なら.う, くら.べる"
伀,6,13,0,0,Excited,"しょう, しゅ","おおやけ, おそ.れる"
伂,6,13,0,0,,はい,
伃,6,13,0,0,Handsome,よ,うつく.しい
伈,6,13,0,0,"Nervous, Fearful",しん,おそ.れる
伋,6,13,0,0,Deceptive,"きゅう, ろう",きび.しい
伌,6,13,0,0,,"あい, あ",くる.しむ
伒,6,13,0,0,,"きん, こん",たす.ける
伕,6,13,0,0,Common Laborer,ふ,むすめむこ
伖,6,13,0,0,,"とう, ど",かねぐら
众,6,13,0,0,"Multitude, Crowd, Masses, Public","ぎん, ごん",おお.い
伙,6,13,0,0,"Companion, Colleague, Utensils",か,"ひ, ほ-"
伮,7,13,0,0,To Make A Great Effort,ど,つと.める
伱,7,13,0,0,"Thou, You","じ, に","なんじ, しかり, その, のみ"
你,7,13,0,0,"You, Second Person Pronoun","じ, に","なんじ, しかり, その, のみ"
伳,7,13,0,0,,"せつ, せち",おご.る
伵,7,13,0,0,,"きょく, けき, き","しず.か, さび.しい"
伷,7,13,0,0,Descendent,ちゅう,"ちすじ, よつぎ"
伹,7,13,0,0,"Dull, Slow, Unskillful",しょ,つたな.い
伻,7,13,0,0,"Messenger, Emissary, Send Emissary","ほう, ひょう",つか.う
伾,7,13,0,0,Mighty,"ひ, はい, へ",おお.い
佀,7,13,0,0,Resemble,じ,"に.る, ひ.る"
佂,7,13,0,0,,"せい, しょう",おそれあわ.てる
佈,7,13,0,0,"Spread, Publicize, Announce","ほ, ふ",あまね.し
佉,7,13,0,0,"Surname, Name Of A Divine Being, (transliteration Of Sanskrit ""kh"")","きょ, こ, きゃ, か",
佋,7,13,0,0,"Continue, Carry On, Hand Down, To Join",しょう,たす.ける
佌,7,13,0,0,Small,し,ちい.さい
佒,7,13,0,0,,"よう, おう","あお.ぐ, あおむ.け, たの.しむ"
佔,7,13,0,0,"Occupy By Force, Usurp, Possess","ちん, せん, てん","みる, うかが.う, し.める"
佖,7,13,0,0,,"ひつ, びち","ただ.しい, なら.ぶ"
佘,7,13,0,0,Surname,しゃ,
佟,7,13,0,0,Name,"とう, ず",
佣,7,13,0,0,Commission Fee,よう,
佪,8,13,0,0,"Hesitate, Go Around","かい, え",さまよ.う
佬,8,13,0,0,"(cantonese) Man, Person, Mature","りょう, ろ, ろう",おお.きい
佮,8,13,0,0,,こう,あ.わせる
佱,8,13,0,0,,ほう,"ふらん, のり"
佷,8,13,0,0,To Act Contrary To,"こん, こう, ぎん",もと.る
佸,8,13,0,0,Meet,"かつ, がち","あ.う, あつ.まる, つと.める, いた.る"
佹,8,13,0,0,"Depend Upon, Support, Go Against, (variant Deceive)",き,"かさ.なる, よ.る, もと.る, ささ.える"
佺,8,13,0,0,Fairy,せん,
佽,8,13,0,0,"Aid, Help",し,"すばしこい, なら.ぶ, たす.ける, およ.び, かわるがわる"
佾,8,13,0,0,Row Or File Of Dancers,"いつ, いち","やす.い, やす.んずる"
侁,8,13,0,0,Crowd,しん,"い.く, つか.い"
侂,8,13,0,0,"To Commission, To Entrust To, To Depute, To Request, To Ask",たく,"よ.せる, たの.む"
侄,8,13,0,0,Nephew,"しつ, しち, てつ","かた.い, おろ.か, とど.まる"
侅,8,13,0,0,"To Give, Prepared For Included In, Embraced In",かい,むせ.ぶ
侉,8,13,0,0,,"か, け, あ","おご.る, ほこ.る"
侊,8,13,0,0,Big,こう,さかん
侌,8,13,0,0,,いん,"かげ, かげ.る"
侎,8,13,0,0,"To Soothe, To Pacify, To Settle, To Establish","び, み",いつく.しむ
侐,8,13,0,0,Quiet,"きょく, けき, き","しず.か, さび.しい"
侒,8,13,0,0,,あん,やす.らか
侓,8,13,0,0,,"ろつ, ろち",おお.きい
侔,8,13,0,0,Equal,"ぼう, む","ひと.しい, そろ.う, したが.う, つと.める, と.る, はか.る"
侗,8,13,0,0,"Big, Ignorant, Rude, Rustic","とう, つ, ず","おろ.か, いた.む, かたち, なおい, まこと, つつし.む"
侙,8,13,0,0,,"ちょく, ちき",おそ.れる
侚,8,13,0,0,Fast,しゅん,"すみ.やか, しめ.す, とな.える, ふか.い, つか.う"
侞,8,13,0,0,,"じょ, にょ","ひと.しい, したがえな.らす"
侟,8,13,0,0,,せん,
侲,8,13,0,0,,しん,"わらべ, よいわらべ, うまかい, はした.め"
侷,8,13,0,0,"Narrow, Cramped, Confined","きょく, ごく","たけがひく.い, せま.る"
侹,8,13,0,0,,"てい, じょう, ちょう","おとこぎ, なおい, つつし.む"
侻,9,13,0,0,,"たつ, たち, たい, て","かなう, よい, てがる, たやす.い, かる.い"
侼,9,13,0,0,,"ほつ, ぼち","つよ.い, うら.む"
侽,9,13,0,0,,"だん, なん","おとこ, お"
侾,9,13,0,0,,"こう, きょう",おお.きい
俀,9,13,0,0,,"たい, て",よわ.い
俁,9,13,0,0,Big,ぐ,おお.きい
俅,9,13,0,0,Ornamental Cap,"きゅう, ぐ",いただ.く
俆,9,13,0,0,,しょ,"ゆる.やか, おそい"
俈,9,13,0,0,"To Inform Quickly, An Urgent Communication",こく,
俉,9,13,0,0,,ご,"むか.える, あ.う"
俋,9,13,0,0,,"ちゅ, ちゅう, じゅう, ゆう",たがや.す
俌,9,13,0,0,,"ほ, ふ",たす.ける
俍,9,13,0,0,,"りょう, ろう",さまよ.う
俏,9,13,0,0,"Like, Similar, Resemble, Pretty, Disguise Oneself As, Dress Up, Pine Away",しょう,"に.る, かたど.る, みめよい, やつ.す"
俒,9,13,0,0,,"こん, かん","まったし, けが.す"
俜,9,13,0,0,"To Trust To, Send A Message","へい, びょう","つか.う, おとこだて"
俠,9,9,0,0,"Chivalrous Person, Chivalry, Knight-errant, Tomboy","きょう, きゃん",おとこだて
俢,9,13,0,0,,"しゅう, しゅ","おさ.める, おさ.まる"
俰,9,13,0,0,,"か, わ",やわ.らぐ
俲,9,13,0,0,,こう,なら.う
俼,10,13,0,0,,"いく, しゅく","かゆ, かい, ひさ.ぐ"
俽,10,13,0,0,,"きん, こん",よろこ.ぶ
俿,10,13,0,0,,"ち, じ",かたたが.い
倀,10,13,0,0,Ghost Of One Devoured By Tiger,"ちょう, とう, じょう","くる.う, たお.れる"
倁,10,13,0,0,,"ち, じ",ゆ.く
倄,10,13,0,0,,"こう, ぎょう, かい, え","もと.る, そこ.なう"
倇,10,13,0,0,,"えん, おん","たの.しむ, よろこ.ぶ, すす.める"
倊,10,13,0,0,,"そう, す",くる.しむ
倌,10,13,0,0,"Assistant In Wine Shop, Groom",かん,とねり
倎,10,13,0,0,,てん,あつ.い
倐,10,13,0,0,"Hastily, Suddenly",しゅく,
倓,10,13,0,0,,たん,"やす.い, しず.か"
倗,10,13,0,0,,ほう,"たす.ける, ゆだ.ねる, よ.せる"
倘,10,13,0,0,"If, Supposing, In Event Of, Dullness","しょう, とう","もし, たちもとほ.る"
倛,10,13,0,0,,き,あざむ.く
倜,10,13,0,0,"Raise High, Unrestrained","てき, ちゃく, ちゅう","すぐ.れる, おろ.か, そむ.く"
倝,10,13,0,0,"Sunrise, Dawn",かん,かがや.く
倞,10,13,0,0,Far,"けい, きょう, りょう, おう, こう","つよ.い, あき.らか, とお.い, もと.める, きそ.う"
倢,10,13,0,0,"Beautiful, Handsome, Woman, Fast, Speedy",しょう,"さとい, すこ.やか, はや.い"
倧,10,13,0,0,,"そう, す",
倮,10,13,0,0,"Bare, Naked, Uncovered","ら, か, げ","はだか, せま.い, かたぬ.ぐ, すはだ"
倰,10,13,0,0,,"りょう, ろう","おか.す, あざむ.く, なが.い"
倲,10,13,0,0,,"とう, つ",おろか
倳,10,13,0,0,,し,"さ.す, さしこ.む, お.く"
倵,10,13,0,0,,"ぶ, む",
偀,11,13,0,0,,えい,はなぶさ
偁,11,13,0,0,State,しょう,あ.げる
偂,11,13,0,0,,せん,すす.む
偅,11,13,0,0,,"しょう, しゅ, とう",こども
偆,11,13,0,0,,"しゅん, ちゅん","あつ.い, うごめ.く, と.む"
偊,11,13,0,0,"To Walk Alone, Self-reliant","う, く","くぐ.まる, つつし.む"
偌,11,13,0,0,"Thus, So, Like, Such","じゃ, にゃ","このような, このように"
偎,11,13,0,0,"Cling To, Cuddle, Embrace, Fondle","わい, え","ほの.か, なじ.む, した.しむ, ちかよ.る"
偑,11,13,0,0,,"ふう, ふ",
偒,11,13,0,0,,とう,まっす.ぐ
偓,11,13,0,0,Fuss,あく,かか.わる
偗,11,13,0,0,,"せい, しょう",まっすぐ
偙,11,13,0,0,,"てい, たい","すぐ.れる, くる.しむ"
偟,11,13,0,0,"Agitated, Alarmed","こう, おう","たたず.む, さまよ.う, たちもとほ.る, いとま"
偠,11,13,0,0,,よう,"しなや.か, たおや.か"
偢,11,13,0,0,To Stare At,しょう,"いつく.しまない, うれ.える"
偣,11,13,0,0,,"えん, あん",きよ.い
偦,11,13,0,0,,しょ,とお.る
偧,11,13,0,0,,た,は.る
偪,11,13,0,0,"Compel, Pressure, Force, Bother","ふく, ひつ, ひょく, ひき","せま.い, せま.る, むかばき"
偭,11,13,0,0,Transgress,"べん, めん","む.かう, そむ.く, かな.う"
偰,11,13,0,0,,"せつ, せち",きよ.い
偱,11,13,0,0,,しゅん,の.べる
倻,11,13,0,0,Phonetic Used In Korean Place Names,や,
傁,12,13,0,0,Old Man,"そう, す",おきな
傃,12,13,0,0,,そ,"む.かう, まも.る"
傄,12,13,0,0,,"かつ, けち",すこ.やか
傆,12,13,0,0,,"げん, かん",こざか.しい
傊,12,13,0,0,,いん,"まさ.る, ゆたか"
傎,12,13,0,0,Topple,てん,"さかさま, くる.う"
傏,12,13,0,0,"To Ward Off, To Parry, To Keep Out (e.g. Wind, Rain Or Cold)",とう,おご.る
傐,12,13,0,0,,こう,
傒,12,13,0,0,"Personal Name, Servant",けい,"あやう.い, つな.ぐ"
傓,12,13,0,0,,せん,さかん
傔,12,13,0,0,Servant,けん,"したが.う, はべ.る, つか.える"
傖,12,13,0,0,"Vulgar Person, Country Man","しょう, そう","いや.しい, いやしいもの, いなかもの"
傛,12,13,0,0,,"よう, ゆ",かが.む
傜,12,13,0,0,Minority Tribe,よう,"えだち, ふぞろ.い, つか.い"
傞,12,13,0,0,Unsteady,さ,
傟,12,13,0,0,,おう,もと.る
傠,12,13,0,0,,"はつ, か, ぼち","き.る, そむ.く, う.つ"
傡,12,13,0,0,,"へい, ほう","な.み, なら.べる, なら.ぶ, なら.びに"
傢,12,13,0,0,"Stubborn, Obstinate, Intransigent",か,かぐ
傪,13,13,0,0,,さん,よい
傯,13,13,0,0,Urgent,そう,くる.しむ
傰,13,13,0,0,,ほう,"とも, ともがら, おもねりくみ.する"
傹,13,13,0,0,,"けい, きょう, りょう, おう, ごう, こう","つよ.い, あき.らか, とお.い, もと.める, きそ.う"
傺,13,13,0,0,"To Hinder, To Detain","てい, たい","と.まる, とど.まる"
傽,13,13,0,0,Terror-stricken,しょう,おどろ.く
僀,13,13,0,0,,"てい, たい","すぐ.れる, くる.しむ"
僃,13,13,0,0,Prepared,び,"そな.える, そな.わる"
僄,13,13,0,0,"Light, Airy",ひょう,"かる.い, かろ.んずる, すばや.い"
僇,13,13,0,0,"Humiliate, Treat With Contempt","りく, ろく, る","はじ, はずかし.める"
僌,13,13,0,0,,よう,おさ.める
僎,14,13,0,0,Collect,"せん, しゅん","そな.える, かず, かぞ.える"
僐,14,13,0,0,,せん,おつくり.する
僓,14,13,0,0,,"たい, かい, え, て","なら.う, みや.びやか, したが.う"
僔,14,13,0,0,,そん,"あつ.まる, おお.い, うやうや.しい"
僘,14,13,0,0,,しょう,"たか.い, ほが.らか, ひろ.い"
僜,14,13,0,0,,"とう, と, しょう, ちょう","のぼ.る, あ.がる"
僝,14,13,0,0,"To Revile, To Abuse","さん, ぜん","そな.える, ののし.る, あらわ.す"
僟,14,13,0,0,,"き, げ","よくつつし.む, ちか.い"
僢,14,13,0,0,,"せん, しゅん","そむ.く, むかいあ.う, ま.じる"
僤,14,13,0,0,Sincere,"たん, せん, たつ, たち","はや.い, あつ.い, あき.らか, ゆ.るぐ"
僦,14,13,0,0,"To Heir, To Rent","しゅう, しゅ","か.りる, おく.る, あつ.まる"
僨,14,13,0,0,"Ruin, Cause Fail, Overthrown","ふん, ほん","たお.れる, お.ちる, やぶ.る"
僩,14,13,0,0,"Courageous, Martial, Dignified","かん, げん",たけだけ.しい
僯,14,13,0,0,Ashamed,りん,はじ.る
僱,14,13,0,0,"Employ, Hire",こ,やと.う
僶,15,13,0,0,,"びん, みん",つと.める
僺,15,13,0,0,,しょう,なが.い
僾,15,13,0,0,Like,あい,"ほの.か, かく.れる, むせ.ぶ, かな.しむ"
儃,15,13,0,0,,"せん, たん","たたず.む, よう.す, ほしいまま"
儆,15,13,0,0,"Warn, Warning","けい, しょう",いまし.める
儇,15,13,0,0,,けん,"かしこ.い, あざむ.く, さとい, まと.う"
儈,15,13,0,0,"Go-between, Broker, Proxy, Middleman","かい, け",なかがい
儋,15,13,0,0,"Small Jar, To Bear A Burden, Load Of Two","たん, せん","にな.う, こがめ"
儌,15,13,0,0,"Lucky, Fortunate",きょう,"ゆ.く, うかが.う, もと.める, いつわ.る"
儍,15,13,0,0,"Foolish, Silly, Imbecile",さ,
儎,15,13,0,0,"Carry, Contain, Load",さい,の.せる
僲,16,13,0,0,,,
儐,16,13,0,0,Entertain Guests,ひん,"すす.める, うやま.う, あいさつ"
儗,16,13,0,0,"Compare With, Draw Analogy With","ぎ, かい","なぞら.える, くら.べる"
儙,16,13,0,0,,けん,ひら.く
儛,16,13,0,0,"To Skip About, To Dance For Joy","ぶ, む","ま.う, ま.わす"
儜,16,13,0,0,"Weak, Wearied, In Distress","どう, にょう, ねい","なや.む, よわ.い"
儝,16,13,0,0,,けい,まつ
儞,16,13,0,0,,"じ, に","なんじ, しかり, その, のみ, おれ"
儣,17,13,0,0,,こう,
儧,17,13,0,0,,さん,"あつ.める, あつ.まる"
儨,17,13,0,0,,"しつ, しち",ただ.しい
儬,17,13,0,0,,しん,
儭,18,13,0,0,"To Assist, To Give Alms",しん,"いた.る, ちか.い, おそ.れる, うら, しく"
儯,18,13,0,0,,とう,なが.い
儱,18,13,0,0,"Rude, Barbarous","ろう, る, りょう, りゅ","できあ.がらない, うやむや"
儳,19,13,0,0,"Obstinate, Stupid, Uneven, Mix",さん,"ととのわぬ, はや.い, わる.い"
儴,19,13,0,0,,"しょう, そう","よ.る, さまよ.う"
儵,19,13,0,0,,しゅう,はや.い
儸,21,13,0,0,"Bandit, Dare-devil",ら,さば.く
儹,21,13,0,0,"To Accumulate, To Hoard, To Store Up",さん,"あつ.める, あつ.まる"
兂,5,13,0,0,"Hairpin, Clasp, Wear In Hair","しん, さん",かんざし
兊,6,13,0,0,,"だ, えい, えつ, たい",よろこ.ぶ
兏,7,13,0,0,,ちょう,"なが.い, おさ"
兓,10,13,0,0,,"しん, さん","するど.い, たす.ける"
兕,8,13,0,0,Female Rhinoceros,し,
兗,9,13,0,0,"Establish, One Of Nine Empire Divisions",えん,"くく.る, ただ.しい, まこと"
兘,9,13,0,0,,し,"はじ.める, はじ.まる"
兟,12,13,0,0,To Advance,しん,すす.む
兤,21,13,0,0,,こう,あか.るい
兦,3,13,0,0,Destruction,"ぼう, もう","な.い, ほろ.びる, ほろ.ぶ, ほろ.ぼす"
兾,14,13,0,0,,き,"こいねが.う, こいねが.わくは"
冃,4,13,0,0,,"ぼう, もう","ずきん, おお.う"
冄,4,13,0,0,"Tender, Weak, Gradually Alternating","ぜん, ねん",あや.うい
冋,5,13,0,0,"Desert, Border Prairie, The 1st Form Is Radical 13","きょう, けい","まきがまえ, えながまえ, どうがまえ, けいがまえ"
冎,6,13,0,0,,"か, け","わ.ける, さ.く"
冘,4,13,0,0,"To Move On, Doubtful","いん, ゆ","おこた.る, ためら.う, うたが.う"
冝,7,13,0,0,"Suitable, Right, Fitting, Proper",ぎ,"よろ.しい, よろ.しく"
冡,10,13,0,0,,"ぼう, も",おお.う
冣,10,13,0,0,,"さい, しゅ","もっと.も, つま"
冭,5,13,0,0,,"たい, たつ, たち, た",なめ.らか
冸,7,13,0,0,,はん,と.ける
冺,7,13,0,0,,"びん, べん, みん, めん",ほろ.びる
冼,8,13,0,0,,しょう,さむ.い
冾,8,13,0,0,,きょう,やわ.らぐ
冿,8,13,0,0,,せん,すす.む
凂,9,13,0,0,"To Request, To Ask A Favour Of",ばい,
凈,10,13,0,0,"Clean, Pure, Cleanse","そう, しょう",ひややか
减,11,13,0,0,"Decrease, Subtract, Diminish",げん,"へ.る, へ.らす"
凑,11,13,0,0,"Piece Together, Assemble",そう,"みなと, あつ.まる"
凒,12,13,0,0,,"ぎ, げ, かい","しろ.い, さむ.い"
凓,12,13,0,0,"Shiver, Severe Cold","りつ, りち",さむ.い
凕,12,13,0,0,,"べい, みょう",こお.る
凘,14,13,0,0,,"し, せい, さい",
凞,16,13,0,0,"Bright, Splendid, Glorious",き,やわ.らぐ
凢,3,13,0,0,"All, Any, Every Ordinary, Common","ぼん, はん","およ.そ, おおよ.そ, すべ.て"
凥,5,13,0,0,To Dwell,"きょ, こ","い.る, お.る"
凮,8,13,0,0,Wind,"ふう, ふ","かぜ, かざ-"
凲,12,13,0,0,,"かん, けん",
凳,14,13,0,0,"Bench, Stool",とう,こしか.け
凴,14,13,0,0,"To Rely On, Depend On, Evidence, Proof",ひょう,
凷,5,13,0,0,"Dirt Clod, Piece","かい, け","かた.まり, つちくれ"
刁,2,13,0,0,"Tricky, Sly, Crafty, Cunning",ちょう,
刂,2,13,0,0,"Knife, Standing Sword Radical (no. 18)",とう,
刅,4,13,0,0,"To Wound, To Create, To Make, To Invent, To Begin, Double-edged Sword","そう, しょう","つく.る, はじ.める, きず.つける"
划,6,13,0,0,"Row A Boat, Paddle A Boat, Finger Guess","か, げ","さおさ.す, かま, さ.く"
刓,6,13,0,0,Trim,"がん, ぐん","けず.る, た.つ, え.る, すりへ.る"
刕,6,13,0,0,,"り, れい, らい",さ.く
刖,6,13,0,0,Cutting Off Feet As Form Of Punishment,"げつ, ぐち, ごつ, ごち, かつ","き.る, あやう.い"
刘,6,13,0,0,"Surname, Kill, Destroy","りゅう, る",ころ.す
刢,7,13,0,0,,"れい, りょう",さ.く
刨,8,13,0,0,"Carpenter's Plane, Plane, Level","ほう, びょう",けず.る
刱,8,13,0,0,"Establish, Create, Knife Cut","そう, しょう","はじ.める, きず.つく"
刲,8,13,0,0,"Cut, Slice Off, Pierce","けい, け","さ.す, さ.く, えぐ.る, ころ.す"
刵,8,13,0,0,Punishment By Cutting Off Ears,"じ, に, げい",みみきり
刼,8,13,0,0,"To Plunder, To Rob Openly",きょう,
剅,9,13,0,0,,"ろう, る, とう, つ","さ.く, さ.ける"
剉,9,13,0,0,"Cut, File, Trim",さ,"くじく, かどをと.る"
剕,10,13,0,0,,ひ,あしき.る
剗,10,13,0,0,"To Level Off, To Trim, To Pare Down","さん, せん",けず.る
剘,10,13,0,0,,き,"まこと, ただ.す, さ.く"
剚,10,13,0,0,Stab,し,"さ.す, さしこ.む, お.く"
剜,10,13,0,0,"Cut, Cut Out, Pick Out, Scoop Out",わん,"けず.る, えぐ.る"
剟,10,13,0,0,"To Prick, To Cut Blocks, To Engrave","てつ, てち, たつ, たち","けず.る, さきと.る, そぐ, う.つ"
剠,10,13,0,0,Brand,"けい, しょう, りょう","いれずみ, かすめと.る"
剡,10,13,0,0,"Sharp, Sharp-pointed, Sharpen","えん, せん","するど.い, するどく.する, けず.る"
剦,10,13,0,0,To Castrate,"えん, あん",おお.う
剮,11,13,0,0,"Cut, Cut Flesh From Bones","か, け","わ.ける, さ.く"
剷,11,13,0,0,"Level Off, Pare Down, Raze Ground","さん, せん",けず.る
剸,11,13,0,0,Cut,"たん, せん","き.る, さ.く, た.つ, ほしいまま"
剹,13,13,0,0,,"りく, りゅう, ろく, きょう, く","ころ.す, けず.る"
劀,14,13,0,0,,かつ,けず.る
劂,14,13,0,0,"Chisel For Engraving, Engrave","けつ, くち, けい, け",けず.る
劅,15,13,0,0,,たく,
劊,15,13,0,0,"Amputate, Cut Off","かい, け, かつ",た.つ
劌,16,13,0,0,"To Cut, Injure, Stab, Stick On","けい, け","そこ.なう, さ.く, はり, とげ, あ.う"
劓,16,13,0,0,Cut Off Nose,"ぎ, げい","はなき.る, はなきり, さ.く"
劕,17,13,0,0,,"しつ, しち, ち","たち, ただ.す, もと, わりふ"
劖,19,13,0,0,"Make Into Mince, Cut",さん,"た.つ, けず.る"
劗,21,13,0,0,,"さん, せん","へ.らす, き.る"
劘,21,13,0,0,Make Into Mince,"ば, ま, び, み","けず.る, する, わ.ける"
