kanji,strokes,grade,freq,jlpt_new
渭,12,13,0,0
湮,12,13,0,0
渮,11,13,0,0
渙,12,13,0,0
湲,12,13,0,0
湟,12,13,0,0
渾,12,13,0,0
渣,12,13,0,0
湫,12,13,0,0
渫,12,13,0,0
湶,12,13,0,0
湍,12,13,0,0
渟,12,13,0,0
湃,12,13,0,0
渺,12,13,0,0
湎,12,13,0,0
渤,12,13,0,0
滿,14,13,0,0
渝,12,13,0,0
游,12,13,0,0
溂,12,13,0,0
溪,13,13,0,0
溘,13,13,0,0
滉,13,9,0,1
溷,13,13,0,0
滓,13,13,0,0
溽,13,13,0,0
溯,13,13,0,0
滄,13,13,0,0
溲,13,13,0,0
滔,13,13,0,0
滕,15,13,0,0
溏,13,13,0,0
溥,13,13,2375,0
滂,13,13,0,0
溟,13,13,0,0
潁,15,13,0,0
漑,15,13,0,0
灌,20,13,0,0
滬,14,13,0,0
滸,14,13,0,0
滾,14,13,0,0
漿,15,13,0,0
滲,14,13,0,0
漱,14,9,2054,1
滯,14,10,0,0
漲,14,13,0,0
滌,14,13,0,0
漾,14,13,0,0
漓,14,13,0,0
滷,14,13,0,0
澆,15,13,0,0
潺,15,13,0,0
潸,15,13,0,0
澁,15,10,0,0
澀,17,13,0,0
潯,15,13,0,0
潛,17,13,0,0
濳,19,13,0,0
潭,15,13,0,0
澂,15,13,0,0
潼,15,13,0,0
潘,15,13,0,0
澎,15,13,0,0
澑,15,13,0,0
濂,16,13,0,0
潦,15,13,0,0
澳,16,13,0,0
澣,16,13,0,0
澡,16,13,0,0
澤,16,13,2374,0
澹,16,13,0,0
濆,15,13,0,0
澪,16,9,0,1
濟,17,13,0,0
濕,17,10,0,0
濬,17,13,0,0
濔,17,13,0,0
濘,17,13,0,0
濱,17,13,0,0
濮,17,13,0,0
濛,16,13,0,0
瀉,18,13,0,0
瀋,18,13,2188,0
濺,18,13,0,0
瀑,18,13,0,0
瀁,18,13,0,0
瀏,18,13,0,0
濾,18,13,0,0
瀛,19,13,0,0
瀚,19,13,0,0
潴,15,13,0,0
瀝,19,13,0,0
瀘,19,13,0,0
瀟,19,13,0,0
瀰,20,13,0,0
瀾,20,13,0,0
瀲,20,13,0,0
灑,22,13,0,0
灣,25,13,0,0
炙,8,13,0,0
炒,8,13,2001,0
炯,9,13,0,0
烱,11,13,0,0
炬,9,13,0,0
炸,9,13,0,0
炳,9,13,0,0
炮,9,13,0,0
烟,10,13,0,0
烋,10,13,0,0
烝,10,13,0,0
烙,10,13,0,0
焉,11,13,2167,0
烽,11,13,0,0
焜,12,13,0,0
焙,12,13,0,0
煥,13,13,2228,0
煕,13,13,1241,0
熈,15,13,0,0
煦,13,13,0,0
煢,13,13,0,0
煌,13,9,0,0
煖,13,13,0,0
煬,13,13,0,0
熏,14,13,0,0
燻,18,13,0,0
熄,14,13,0,0
熕,14,13,0,0
熨,15,13,0,0
熬,15,13,0,0
燗,16,13,0,0
熹,16,13,0,0
熾,16,13,0,0
燒,16,10,0,0
燉,16,13,0,0
燔,16,13,0,0
燎,16,9,0,1
燠,17,13,0,0
燬,17,13,0,0
燧,17,13,0,0
燵,17,13,0,0
燼,18,13,0,0
燹,18,13,0,0
燿,18,9,0,1
爍,19,13,0,0
爐,20,13,0,0
爛,21,13,0,0
爨,29,13,0,0
爭,8,10,0,0
爬,8,13,0,0
爰,9,13,0,0
爲,12,10,0,0
爻,4,13,0,0
爼,9,13,0,0
爿,4,13,0,0
牀,8,13,0,0
牆,17,13,0,0
牋,12,13,0,0
牘,19,13,0,0
牴,9,13,0,0
牾,11,13,0,0
犂,12,13,0,0
犁,11,13,0,0
犇,12,13,0,0
犒,14,13,0,0
犖,14,13,0,0
犢,19,13,0,0
犧,20,13,0,0
犹,7,13,0,0
犲,6,13,0,0
狃,7,13,0,0
狆,7,13,0,0
狄,7,13,0,0
狎,8,13,0,0
狒,8,13,0,0
狢,9,13,0,0
狠,9,13,0,0
狡,9,13,0,0
狹,10,10,0,0
狷,10,13,0,0
倏,10,13,0,0
猗,11,13,0,0
猊,11,13,0,0
猜,11,13,0,0
猖,11,13,0,0
猝,11,13,0,0
猴,12,13,0,0
猯,12,13,0,0
猩,12,13,0,0
猥,12,13,0,0
猾,13,13,0,0
獎,15,13,0,0
獏,13,13,0,0
默,16,10,0,0
獗,15,13,0,0
獪,16,13,0,0
獨,16,13,0,0
獰,17,13,0,0
獸,19,10,0,0
獵,18,13,0,0
獻,20,13,0,0
獺,19,13,0,0
珈,9,9,0,0
玳,9,13,0,0
珎,9,13,0,0
玻,9,13,0,0
珀,9,9,0,0
珥,10,13,0,0
珮,10,13,0,0
珞,10,13,0,0
璢,16,13,0,0
琅,11,13,0,0
瑯,14,13,0,0
琥,12,9,0,0
珸,11,13,0,0
琲,12,13,0,0
琺,12,13,0,0
瑕,13,13,0,0
琿,13,13,0,0
瑟,13,13,0,0
瑙,13,13,0,0
瑁,13,13,0,0
瑜,13,13,0,0
瑩,15,13,0,0
瑰,14,13,0,0
瑣,14,13,0,0
瑪,14,13,0,0
瑶,13,9,0,1
瑾,15,13,0,0
璋,15,13,0,0
璞,16,13,0,0
璧,18,8,0,0
瓊,18,13,0,0
瓏,20,13,0,0
瓔,21,13,0,0
珱,10,13,0,0
瓠,12,13,0,0
瓣,20,13,0,0
瓧,7,13,0,0
瓩,8,13,0,0
瓮,9,13,0,0
瓲,9,13,0,0
瓰,9,13,0,0
瓱,9,13,0,0
瓸,11,13,0,0
瓷,11,13,0,0
甄,14,13,0,0
甃,14,13,0,0
甅,14,13,0,0
甌,16,13,0,0
甎,16,13,0,0
甍,15,13,0,0
甕,18,13,2448,0
甓,18,13,0,0
甞,13,13,0,0
甦,12,13,2429,0
甬,7,13,0,0
甼,7,13,0,0
畄,8,13,0,0
畍,9,13,0,0
畊,9,13,0,0
畉,9,13,0,0
畛,10,13,0,0
畆,9,13,0,0
畚,10,13,0,0
畩,11,13,0,0
畤,11,13,0,0
畧,11,13,0,0
畫,12,13,0,0
畭,12,13,0,0
畸,13,13,0,0
當,13,13,0,0
疆,19,13,0,0
疇,19,13,0,0
畴,12,13,0,0
疊,22,10,0,0
疉,22,13,0,0
疂,16,13,0,0
疔,7,13,0,0
疚,8,13,0,0
疝,8,13,0,0
疥,9,13,0,0
疣,9,13,0,0
痂,10,13,0,0
疳,10,13,0,0
痃,10,13,0,0
疵,11,13,0,0
疽,10,13,0,0
疸,10,13,0,0
疼,10,13,0,0
疱,10,13,0,0
痍,11,13,0,0
痊,11,13,0,0
痒,11,13,0,0
痙,12,13,0,0
痣,12,13,0,0
痞,12,13,0,0
痾,13,13,0,0
痿,13,13,0,0
痼,13,13,0,0
瘁,13,13,0,0
痰,13,13,0,0
痺,13,13,0,0
痲,13,13,0,0
痳,13,13,0,0
瘋,14,13,0,0
瘍,14,8,0,0
瘉,14,13,0,0
瘟,15,13,0,0
瘧,14,13,0,0
瘠,15,13,0,0
瘡,15,13,0,0
瘢,15,13,0,0
瘤,15,13,2373,0
瘴,16,13,0,0
瘰,16,13,0,0
瘻,16,13,0,0
癇,17,13,0,0
癈,17,13,0,0
癆,17,13,0,0
癜,18,13,0,0
癘,17,13,0,0
癡,19,13,0,0
癢,20,13,0,0
癨,21,13,0,0
癩,21,13,0,0
癪,21,13,0,0
癧,21,13,0,0
癬,22,13,0,0
癰,23,13,0,0
癲,24,13,0,0
癶,5,13,0,0
癸,9,13,0,0
發,12,13,0,0
皀,7,13,0,0
皃,7,13,0,0
皈,9,13,0,0
皋,10,13,0,0
皎,11,13,0,0
皖,12,13,0,0
皓,12,9,2428,1
皙,13,13,0,0
皚,15,13,0,0
皰,10,13,0,0
皴,12,13,0,0
皸,14,13,0,0
皹,14,13,0,0
皺,15,13,0,0
盂,8,13,0,0
盍,10,13,0,0
盖,11,13,0,0
盒,11,13,0,0
盞,13,13,0,0
盡,14,10,0,0
盥,16,13,0,0
盧,16,13,1483,0
盪,17,13,0,0
蘯,20,13,0,0
盻,9,13,0,0
眈,9,13,0,0
眇,9,13,0,0
眄,9,13,0,0
眩,10,13,0,0
眤,10,13,0,0
眞,10,10,2359,0
眥,11,13,0,0
眦,11,13,0,0
眛,10,13,0,0
眷,11,13,0,0
眸,11,9,0,1
睇,12,13,0,0
睚,13,13,0,0
睨,13,13,0,0
睫,13,13,0,0
睛,13,13,0,0
睥,13,13,0,0
睿,14,13,0,0
睾,14,13,0,0
睹,14,13,0,0
瞎,15,13,0,0
瞋,15,13,0,0
瞑,15,13,2326,0
瞠,16,13,0,0
瞞,16,13,0,0
瞰,17,13,0,0
瞶,17,13,0,0
瞹,18,13,0,0
瞿,18,13,0,0
瞼,18,13,0,0
瞽,18,13,0,0
瞻,18,13,0,0
矇,18,13,0,0
矍,20,13,0,0
矗,24,13,0,0
矚,26,13,0,0
矜,9,13,0,0
矣,7,13,0,0
矮,13,13,0,0
矼,8,13,0,0
砌,9,13,0,0
砒,9,13,0,0
礦,20,13,0,0
砠,10,13,0,0
礪,19,13,0,0
硅,11,13,0,0
碎,13,10,0,0
硴,12,13,0,0
碆,13,13,0,0
硼,13,13,0,0
碚,13,13,0,0
碌,13,13,0,0
碣,14,13,0,0
碵,14,13,0,0
碪,14,13,0,0
碯,14,13,0,0
磑,15,13,0,0
磆,15,13,0,0
磋,15,13,0,0
磔,16,13,0,0
碾,15,13,0,0
碼,15,13,0,0
磅,15,13,0,0
磊,15,13,0,0
磬,16,13,0,0
磧,16,13,0,0
磚,16,13,0,0
磽,17,13,0,0
磴,17,13,0,0
礇,18,13,0,0
礒,18,13,2344,0
礑,18,13,0,0
礙,19,13,0,0
礬,20,13,0,0
礫,20,13,0,0
祀,8,13,0,0
祠,10,13,0,0
祗,10,13,0,0
祟,10,13,0,0
祚,10,13,0,0
祕,10,10,0,0
祓,9,13,0,0
祺,13,13,0,0
祿,13,9,0,0
禊,14,13,0,0
禝,15,13,0,0
禧,17,13,0,0
齋,17,13,0,0
禪,17,10,0,0
禮,18,10,0,0
禳,22,13,0,0
禹,9,13,0,0
禺,9,13,0,0
秉,8,13,0,0
秕,9,13,0,0
秧,10,13,0,0
秬,10,13,0,0
秡,10,13,0,0
秣,10,13,0,0
稈,12,13,0,0
稍,12,13,0,0
稘,13,13,0,0
稙,13,13,0,0
稠,13,13,0,0
稟,13,9,0,0
禀,13,13,0,0
稱,14,13,0,0
稻,15,10,0,0
稾,15,13,0,0
稷,15,13,0,0
穃,15,13,0,0
穗,17,10,0,0
穉,17,13,0,0
穡,18,13,0,0
穢,18,13,0,0
穩,19,13,0,0
龝,21,13,0,0
穰,22,9,0,0
穹,8,9,0,0
穽,9,13,0,0
窈,10,13,0,0
窗,12,13,0,0
窕,11,13,0,0
窘,12,13,0,0
窖,12,13,0,0
窩,14,13,0,0
竈,21,13,0,0
窰,15,13,0,0
窶,16,13,0,0
竅,18,13,0,0
竄,18,13,0,0
窿,16,13,0,0
邃,18,13,0,0
竇,20,13,0,0
竊,22,13,0,0
竍,7,13,0,0
竏,8,13,0,0
竕,9,13,0,0
竓,9,13,0,0
站,10,13,0,0
竚,10,13,0,0
竝,10,13,0,0
竡,11,13,0,0
竢,12,13,0,0
竦,12,13,0,0
竭,14,13,0,0
竰,14,13,0,0
笂,9,13,0,0
笏,10,13,2306,0
笊,10,13,0,0
笆,10,13,0,0
笳,11,13,0,0
笘,11,13,2268,0
笙,11,9,0,1
笞,11,13,0,0
笵,11,13,0,0
笨,11,13,0,0
笶,11,13,0,0
筐,12,13,0,0
筺,13,13,0,0
笄,10,13,0,0
筍,12,13,0,0
笋,10,13,0,0
筌,12,13,0,0
筅,12,13,0,0
筵,13,13,0,0
筥,13,13,0,0
筴,13,13,0,0
筧,13,13,0,0
筰,13,13,0,0
筱,13,13,0,0
筬,13,13,0,0
筮,13,13,0,0
箝,14,13,0,0
箘,14,13,0,0
箟,14,13,0,0
箍,14,13,0,0
箜,14,13,0,0
箚,14,13,0,0
箋,14,8,0,0
箒,14,13,0,0
箏,14,13,2290,0
筝,12,13,0,0
箙,14,13,0,0
篋,15,13,0,0
篁,15,13,0,0
篌,15,13,0,0
篏,15,13,0,0
箴,15,13,0,0
篆,15,13,2243,0
篝,16,13,0,0
篩,16,13,0,0
簑,16,13,2427,0
簔,17,13,0,0
篦,16,13,0,0
篥,16,13,0,0
籠,22,8,0,0
簀,17,13,0,0
簇,17,13,0,0
簓,17,13,0,0
篳,17,13,0,0
篷,17,13,0,0
簗,17,13,2278,0
簍,17,13,0,0
篶,17,13,0,0
簣,18,13,0,0
簧,18,13,0,0
簪,20,13,0,0
簟,18,13,0,0
簷,19,13,0,0
簫,19,13,0,0
簽,19,13,0,0
籌,20,13,0,0
籃,21,13,0,0
籔,21,13,0,0
籏,20,13,0,0
籀,19,13,0,0
籐,21,13,0,0
籘,22,13,0,0
籟,22,13,0,0
籤,23,13,0,0
籖,21,13,0,0
籥,23,13,0,0
籬,25,13,0,0
籵,8,13,0,0
粃,10,13,0,0
粐,10,13,0,0
粤,12,13,0,0
粭,12,13,0,0
粢,12,13,0,0
粫,12,13,0,0
粡,12,13,0,0
粨,12,13,0,0
粳,13,13,0,0
粲,13,13,0,0
粱,13,13,0,0
粮,13,13,0,0
粹,14,10,0,0
粽,14,13,0,0
糀,13,13,0,0
糅,15,13,0,0
糂,15,13,0,0
糘,16,13,0,0
糒,16,13,0,0
糜,17,13,0,0
糢,16,13,0,0
鬻,22,13,0,0
糯,20,13,0,0
糲,20,13,0,0
糴,22,13,0,0
糶,25,13,0,0
糺,7,13,0,0
紆,9,13,0,0
紂,9,13,0,0
紜,10,13,0,0
紕,10,13,0,0
紊,10,13,0,0
絅,11,13,0,0
絋,11,13,0,0
紮,11,13,0,0
紲,11,13,0,0
紿,11,13,0,0
紵,11,13,0,0
絆,11,9,2220,0
絳,13,13,0,0
絖,12,13,0,0
絎,12,13,0,0
絲,12,13,0,0
絨,12,13,0,0
絮,12,13,0,0
絏,12,13,0,0
絣,12,13,0,0
經,13,13,0,0
綉,13,13,0,0
絛,13,13,0,0
綏,13,13,0,0
絽,13,13,0,0
綛,13,13,0,0
綮,14,13,0,0
綣,14,13,0,0
綵,14,13,0,0
緇,14,13,0,0
綽,14,13,0,0
綫,14,13,0,0
總,17,13,0,0
綢,14,13,0,0
綯,14,13,0,0
緜,15,13,0,0
綸,14,9,0,1
綟,13,13,0,0
綰,14,13,0,0
緘,15,13,0,0
緝,15,13,0,0
緤,15,13,0,0
緞,15,13,0,0
緻,16,8,2460,0
緲,15,13,0,0
緡,15,13,0,0
縅,15,13,0,0
縊,16,13,0,0
縣,16,10,0,0
縡,16,13,0,0
縒,16,13,0,0
縱,17,10,0,0
縟,16,13,0,0
縉,16,13,0,0
縋,15,13,0,0
縢,16,13,0,0
繆,17,13,0,0
繦,17,13,0,0
縻,17,13,0,0
縵,17,13,0,0
縹,17,13,0,0
繃,17,13,0,0
縷,17,13,0,0
縲,17,13,0,0
縺,17,13,0,0
繧,18,13,0,0
繝,18,13,0,0
繖,18,13,0,0
繞,18,13,0,0
繙,18,13,0,0
繚,18,13,0,0
繹,19,13,0,0
繪,19,13,0,0
繩,19,13,0,0
繼,20,13,0,0
繻,20,13,0,0
纃,20,13,0,0
緕,14,13,0,0
繽,20,13,0,0
辮,20,13,0,0
繿,21,13,0,0
纈,21,13,0,0
纉,21,13,0,0
續,21,13,0,0
纒,22,13,0,0
纐,21,13,0,0
纓,23,13,0,0
纔,23,13,0,0
纖,23,10,0,0
纎,21,13,0,0
纛,25,13,0,0
纜,28,13,0,0
缸,9,13,0,0
缺,10,13,0,0
罅,17,13,0,0
罌,20,13,0,0
罍,21,13,0,0
罎,22,13,0,0
罐,23,13,0,0
网,6,13,0,0
罕,7,13,0,0
罔,8,13,0,0
罘,9,13,0,0
罟,10,13,0,0
罠,10,13,0,0
罨,13,13,0,0
罩,13,13,0,0
罧,13,13,0,0
罸,15,13,0,0
羂,18,13,0,0
羆,19,13,0,0
羃,18,13,0,0
羈,24,13,0,0
羇,22,13,0,0
羌,8,13,0,0
羔,10,13,0,0
羞,11,8,0,0
羝,11,13,0,0
羚,11,9,0,0
羣,13,13,0,0
羯,15,13,0,0
羲,16,13,0,0
羹,19,13,0,0
羮,15,13,0,0
羶,19,13,0,0
羸,19,13,0,0
譱,20,13,0,0
翅,10,13,0,0
翆,10,13,0,0
翊,11,13,0,0
翕,12,13,0,0
翡,14,13,0,0
翦,15,13,0,0
翩,15,13,0,0
翳,17,13,0,0
翹,18,13,0,0
飜,21,10,0,0
耆,10,13,0,0
耄,10,13,0,0
耋,12,13,0,0
耒,6,13,0,0
耘,10,13,0,0
耙,10,13,0,0
耜,11,13,0,0
耡,13,13,0,0
耨,16,13,0,0
耿,10,13,0,0
耻,10,13,0,0
聊,11,13,0,0
聆,11,13,0,0
聒,12,13,0,0
聘,13,13,0,0
聚,14,13,0,0
聟,14,13,0,0
聢,14,13,0,0
聨,15,13,0,0
聳,17,13,0,0
聲,17,13,0,0
聰,17,13,0,0
聶,18,13,0,0
聹,20,13,0,0
聽,22,10,0,0
聿,6,13,0,0
肄,13,13,0,0
肆,13,13,0,0
肅,13,13,0,0
肛,7,13,0,0
肓,7,13,0,0
肚,7,13,0,0
肭,8,13,0,0
冐,8,13,0,0
肬,8,13,0,0
胛,9,13,0,0
胥,9,13,0,0
胙,9,13,0,0
胝,9,13,0,0
胄,9,13,0,0
胚,9,13,2471,0
胖,9,13,0,0
脉,9,13,0,0
胯,10,13,0,0
胱,10,13,0,0
脛,11,13,0,0
脩,11,9,2267,1
脣,11,13,0,0
脯,11,13,0,0
腋,12,13,0,0
隋,12,13,0,0
腆,12,13,0,0
脾,12,13,0,0
腓,12,13,0,0
腑,12,13,0,0
胼,10,13,0,0
腱,13,13,0,0
腮,13,13,0,0
腥,13,13,0,0
腦,13,13,0,0
腴,13,13,0,0
膃,14,13,0,0
膈,14,13,0,0
膊,14,13,0,0
膀,14,13,0,0
膂,14,13,0,0
膠,15,13,2357,0
膕,15,13,0,0
膤,15,13,0,0
膣,15,13,0,0
腟,13,13,0,0
膓,15,13,0,0
膩,16,13,0,0
膰,16,13,0,0
膵,15,13,0,0
膾,17,13,0,0
膸,17,13,0,0
膽,17,13,0,0
臀,17,13,0,0
臂,17,13,0,0
膺,17,13,0,0
臉,17,13,0,0
臍,18,13,0,0
臑,18,13,0,0
臙,20,13,0,0
臘,19,13,0,0
臈,16,13,0,0
臚,20,13,0,0
臟,22,10,0,0
臠,25,13,0,0
臧,15,13,0,0
臺,14,13,0,0
臻,16,13,0,0
臾,9,13,0,0
舁,9,13,0,0
舂,11,13,0,0
舅,13,13,0,0
與,13,10,0,0
舊,17,13,0,0
舍,8,13,0,0
舐,10,13,0,0
舖,15,13,0,0
舩,10,13,2420,0
舫,10,13,0,0
舸,11,13,0,0
舳,11,13,0,0
艀,13,13,0,0
艙,16,13,0,0
艘,16,13,0,0
艝,17,13,0,0
艚,17,13,0,0
艟,18,13,0,0
艤,19,13,0,0
艢,19,13,0,0
艨,19,13,0,0
艪,21,13,0,0
艫,22,13,0,0
舮,10,13,0,0
艱,17,13,0,0
艷,24,13,0,0
艸,6,13,0,0
艾,5,13,0,0
芍,6,13,0,0
芒,6,13,0,0
芫,7,13,0,0
芟,7,13,0,0
芻,10,13,0,0
芬,7,13,0,0
苡,8,13,0,0
苣,8,13,0,0
苟,8,13,0,0
苒,8,13,0,0
苴,8,13,0,0
苳,8,13,0,0
苺,8,9,0,0
莓,10,13,0,0
范,8,13,0,0
苻,8,13,0,0
苹,8,13,0,0
苞,8,13,0,0
茆,8,13,0,0
苜,8,13,0,0
茉,8,9,0,1
苙,8,13,0,0
茵,9,13,0,0
茴,9,13,0,0
茖,9,13,0,0
茲,9,13,0,0
茱,9,13,0,0
荀,9,13,0,0
茹,9,13,0,0
荐,9,13,0,0
荅,9,13,0,0
茯,9,13,0,0
茫,9,13,0,0
茗,9,13,2365,0
茘,9,13,0,0
莅,10,13,0,0
莚,10,13,0,0
莪,10,13,0,0
莟,10,13,0,0
莢,10,13,0,0
莖,10,13,0,0
茣,10,13,0,0
莎,10,13,0,0
莇,10,13,0,0
莊,10,10,0,0
荼,10,13,0,0
莵,10,13,0,0
荳,10,13,0,0
荵,10,13,0,0
莠,10,13,0,0
莨,10,13,0,0
菴,11,13,0,0
萓,11,13,0,0
菫,11,9,0,1
菎,11,13,0,0
菽,11,13,0,0
萃,11,13,0,0
菘,11,13,0,0
萋,11,13,0,0
菁,11,13,0,0
菷,11,13,0,0
萇,11,13,0,0
菠,11,13,0,0
菲,11,13,0,0
萍,11,13,0,0
萢,11,13,0,0
萠,11,9,0,0
莽,9,13,0,0
萸,12,13,0,0
蔆,14,13,0,0
菻,11,13,0,0
葭,12,13,0,0
萪,12,13,0,0
萼,12,13,0,0
蕚,16,13,0,0
蒄,12,13,0,0
葷,12,13,0,0
葫,12,13,0,0
蒭,13,13,0,0
葮,12,13,0,0
蒂,12,13,0,0
葩,12,13,0,0
葆,12,13,0,0
萬,12,10,2125,0
葯,12,13,0,0
葹,12,13,0,0
萵,12,13,0,0
蓊,13,13,0,0
葢,12,13,0,0
蒹,13,13,0,0
蒿,13,13,0,0
蒟,13,13,0,0
蓙,13,13,0,0
蓍,13,13,0,0
蒻,13,13,0,0
蓚,13,13,0,0
蓐,13,13,0,0
蓁,13,13,0,0
蓆,13,13,0,0
蓖,13,13,0,0
蒡,13,13,0,0
蔡,14,13,2319,0
蓿,14,13,0,0
蓴,14,13,0,0
蔗,14,13,0,0
蔘,14,13,0,0
蔬,15,13,0,0
蔟,14,13,0,0
蔕,14,13,0,0
蔔,14,13,0,0
蓼,14,13,2447,0
蕀,15,13,0,0
蕣,16,13,0,0
蕘,15,13,0,0
蕈,15,13,0,0
蕁,15,13,0,0
蘂,19,13,0,0
蕋,15,13,0,0
蕕,15,13,0,0
薀,16,13,0,0
薤,16,13,0,0
薈,16,13,0,0
薑,16,13,0,0
薊,16,13,0,0
薨,16,13,0,0
蕭,16,13,0,0
薔,16,13,2356,0
薛,16,13,0,0
藪,18,13,0,0
薇,16,13,0,0
薜,16,13,0,0
蕷,16,13,0,0
蕾,16,9,0,0
薐,16,13,0,0
藉,17,13,0,0
薺,17,13,0,0
藏,18,10,2407,0
薹,17,13,0,0
藐,17,13,0,0
藕,18,13,0,0
藝,18,10,2065,0
藥,18,10,0,0
藜,18,13,0,0
藹,19,13,0,0
蘊,19,13,0,0
蘓,19,13,0,0
蘋,19,13,0,0
藾,19,13,0,0
藺,19,13,0,0
蘆,19,13,0,0
蘢,19,13,0,0
蘚,20,13,0,0
蘰,20,13,0,0
蘿,22,13,0,0
虍,6,13,0,0
乕,7,13,0,0
虔,10,13,0,0
號,13,13,0,0
虧,17,13,0,0
虱,8,13,0,0
蚓,10,13,0,0
蚣,10,13,0,0
蚩,10,13,0,0
蚪,10,13,0,0
蚋,10,13,0,0
蚌,10,13,0,0
蚶,11,13,0,0
蚯,11,13,0,0
蛄,11,13,0,0
蛆,11,13,0,0
蚰,11,13,0,0
蛉,11,13,0,0
蠣,20,13,0,0
蚫,11,13,0,0
蛔,12,13,0,0
蛞,12,13,0,0
蛩,12,13,0,0
蛬,12,13,0,0
蛟,12,13,0,0
蛛,12,13,0,0
蛯,12,13,0,0
蜒,13,13,0,0
蜆,13,13,0,0
蜈,13,13,0,0
蜀,13,13,0,0
蜃,13,13,0,0
蛻,13,13,0,0
蜑,13,13,0,0
蜉,13,13,0,0
蜍,13,13,0,0
蛹,13,13,0,0
蜊,13,13,0,0
蜴,14,13,0,0
蜿,14,13,0,0
蜷,14,13,2284,0
蜻,14,13,0,0
蜥,14,13,0,0
蜩,14,13,0,0
蜚,14,13,0,0
蝠,15,13,0,0
蝟,15,13,0,0
蝸,15,13,0,0
蝌,15,13,0,0
蝎,15,13,0,0
蝴,15,13,0,0
蝗,15,13,0,0
蝨,15,13,0,0
蝮,15,13,0,0
蝙,15,13,0,0
蝓,15,13,0,0
蝣,15,13,0,0
蝪,15,13,0,0
蠅,19,13,0,0
螢,16,13,0,0
螟,16,13,0,0
螂,16,13,0,0
螯,17,13,0,0
蟋,17,13,0,0
螽,17,13,0,0
蟀,17,13,0,0
蟐,17,13,0,0
雖,17,13,0,0
螫,17,13,0,0
蟄,17,13,0,0
螳,17,13,0,0
蟇,16,13,0,0
蟆,16,13,0,0
螻,17,13,0,0
蟯,18,13,0,0
蟲,18,13,0,0
蟠,18,13,0,0
蠏,19,13,0,0
蠍,19,13,0,0
蟾,19,13,0,0
蟶,19,13,0,0
蟷,19,13,0,0
蠎,17,13,0,0
蟒,15,13,0,0
蠑,20,13,0,0
蠖,19,13,0,0
蠕,20,13,0,0
蠢,21,13,0,0
蠡,21,13,0,0
蠱,23,13,0,0
蠶,26,13,0,0
蠹,24,13,0,0
蠧,22,13,0,0
蠻,25,13,0,0
衄,10,13,0,0
衂,9,13,0,0
衒,11,13,0,0
衙,13,13,0,0
衞,16,10,0,0
衢,24,13,0,0
衫,8,13,0,0
袁,10,13,2419,0
衾,10,13,0,0
袞,11,13,0,0
衵,9,13,0,0
衽,9,13,0,0
袵,11,13,0,0
衲,9,13,0,0
袂,9,13,0,0
袗,10,13,0,0
袒,10,13,0,0
袮,10,13,0,0
袙,10,13,0,0
袢,10,13,0,0
袍,10,13,0,0
袤,11,13,0,0
袰,11,13,0,0
袿,11,13,0,0
袱,11,13,0,0
裃,11,13,0,0
裄,11,13,0,0
裔,13,13,0,0
裘,13,13,0,0
裙,12,13,0,0
裝,13,10,0,0
裹,14,13,0,0
褂,13,13,0,0
裼,13,13,0,0
裴,14,13,0,0
裨,13,13,0,0
裲,13,13,0,0
褄,13,13,0,0
褌,14,13,0,0
褊,14,13,0,0
褓,14,13,0,0
襃,17,13,0,0
褞,15,13,0,0
褥,15,13,0,0
褪,15,13,0,0
褫,15,13,0,0
襁,16,13,0,0
襄,17,13,2263,0
褻,17,13,0,0
褶,16,13,0,0
褸,16,13,0,0
襌,17,13,0,0
褝,14,13,0,0
襠,18,13,0,0
襞,19,13,0,0
襦,19,13,0,0
襤,20,13,0,0
襭,20,13,0,0
襪,19,13,0,0
襯,21,13,0,0
襴,22,13,0,0
襷,22,13,0,0
襾,6,13,0,0
覃,12,13,0,0
覈,19,13,0,0
覊,25,13,0,0
覓,11,13,0,0
覘,12,13,0,0
覡,14,13,0,0
覩,16,13,0,0
覦,16,13,0,0
覬,17,13,0,0
覯,17,13,0,0
覲,18,13,0,0
覺,20,13,0,0
覽,22,10,0,0
覿,22,13,0,0
觀,24,13,0,0
觚,13,13,0,0
觜,13,13,0,0
觝,12,13,0,0
觧,13,13,0,0
觴,18,13,0,0
觸,20,13,0,0
訃,9,8,2379,0
訖,10,13,0,0
訐,10,13,0,0
訌,10,13,0,0
訛,11,13,0,0
訝,12,13,0,0
訥,11,13,0,0
訶,12,13,0,0
詁,12,13,0,0
詛,12,13,0,0
詒,12,13,0,0
詆,12,13,0,0
詈,12,13,0,0
詼,13,13,0,0
詭,13,13,0,0
詬,13,13,0,0
詢,13,9,0,1
誅,13,13,0,0
誂,13,13,0,0
誄,13,13,0,0
誨,14,13,0,0
誡,14,13,0,0
誑,14,13,0,0
誥,14,13,0,0
誦,14,13,0,0
誚,14,13,0,0
誣,14,13,0,0
諄,15,9,0,1
諍,15,13,0,0
諂,15,13,0,0
諚,15,13,0,0
諫,16,13,0,0
諳,16,13,0,0
諧,16,8,0,0
諤,16,13,0,0
諱,17,13,0,0
謔,16,13,0,0
諠,16,13,0,0
諢,16,13,0,0
諷,16,13,0,0
諞,16,13,0,0
諛,16,13,0,0
謌,17,13,0,0
謇,17,13,0,0
謚,17,13,0,0
諡,16,13,0,0
謖,17,13,0,0
謐,17,13,0,0
謗,17,13,0,0
